9
16
24
7
30
10
6
6
24
3
17
32
5
6
100
27
59
8
4
16
7
39
15
8
8
9
65
6
24
10
5
6
3
5
24
41
8
5
8
3
3
9
33
9
59
25
5
10
7
5

