9
1
27
1
5
2
1
5
5
2
5
5
3
73
2
5
1
4
3
14
5
6
5
2
7
4
2
5
7
17
12
6
23
3
2
7
2
16
5
13
3
3
8
31
9
4
14
7
6
3

